0_tq,0_tq_label,1_tq,1_tq_label,2_tq,2_tq_label,3_tq,3_tq_label,4_tq,4_tq_label
"If PersonX take a nap, PersonX is seen as, PersonX feel sleepy",1,"If PersonX want to take a nap, as a result, PersonX feels, PersonX be lot",0,"If PersonX go back to sleep, PersonX is seen as, PersonX feel sleepy",1,"If PersonX obsess, as a result, PersonX feels, PersonX go to sleep in something",0,"If PersonX decide to sleep, PersonX is seen as, PersonX feel tired",1
"If PersonX lose PersonY key, PersonX is seen as, PersonX be unaware",1,"If PersonX hesitate, PersonX is seen as, PersonX can not find PersonY",0,"If PersonX be come to visit PersonY, PersonX is seen as, PersonX do not know anything",0,"If PersonX do not know much about PersonY, as a result, PersonX feels, PersonX be informationless",1,"If PersonX be curious, PersonX is seen as, PersonX know nothing about PersonY",0
"If PersonX take it back, as a result, PersonX will, PersonX regret PeopleX word",1,"If PersonX speak with tongue, as a result, PersonX feels, PersonX be shame",1,"If PersonX be not happy, as a result, PersonX feels, PersonX be be tell",0,"If PersonX bite PersonX tongue, as a result, PersonX feels, PeopleX say something",1,"If PersonX be a peacemaker, PersonX is seen as, PersonX be chagrin",0
"If PersonX lead PersonY down path, as a result, PersonX feels, PersonX be sneaky",1,"If PersonX go around PersonY, as a result, PersonX feels, PersonX be sneaky",1,"If PersonX work for there, as a result, PersonX feels, PersonX steal the car",0,"If PersonX take some money, as a result, PersonX feels, PersonX be sneaky",1,"If PersonX get in act, as a result, PersonX will, PersonX be sneaky",0
"If PersonX give PersonY a ring, as a result, PersonX feels, PersonY smile",0,"If PersonX give PersonY a ring, as a result, PersonX feels, PersonX be excite",1,"If PersonX give PersonY a ring, as a result, PersonX feels, PersonX be loving",1,"If PersonX give PersonY a ring, as a result, PersonY or others feel, PersonY be excite",1,"If PersonX agree to help PersonY, as a result, PersonX feels, PersonX take PersonX date",0
"If PersonX get that, as a result, PersonX will, PersonX use something for that",1,"If PersonX go to that, as a result, PersonX will, PersonX use something",1,"If PersonX go to get something, as a result, PersonX will, PersonX see that",1,"If PersonX get something for that, as a result, PersonX will, PersonX use something",1,"If PersonX bring it, as a result, PersonX will, PersonX use something",1
"If PersonX take PersonY position, as a result, PersonX wants to, PersonX want to save people",0,"If PersonX take no prisoner, PersonX is seen as, PersonX want to save PeopleX",0,"If PersonX save PersonY the trouble, as a result, PersonY or others feel, PersonY be kind",1,"If PersonX give PersonY a look, as a result, PersonX wants to, PersonX want to rescue another dog",0,"If PersonX spare PersonY life, PersonX is seen as, PersonX feel a tug on line",0
"If PersonX forget PersonY 's list, PersonX is seen as, PersonX be careless",1,"If PersonX leave the rest to PersonY, PersonX is seen as, PersonX be irresponsible",1,"If PersonX keep PersonY long, PersonX is seen as, PersonX be careless",1,"If PersonX hit a snag, PersonX is seen as, PersonX be careless",1,"If PersonX accidentally trip, PersonX is seen as, PersonX be careless",1
"If PersonX be good, as a result, PersonX feels, PersonX kick into touch",0,"If PersonX decide to enter, as a result, PersonX feels, PersonX be turn something",0,"If PersonX be motivate, PersonX is seen as, PersonX take the next step",0,"If PersonX search for it, happens before, PersonX feel optimistic",0,"If PersonX be energeize, as a result, PersonX feels, PersonX jump in something",0
"If PersonX have a new pet, as a result, PersonX feels, PersonX be happy",1,"If PersonX have pet, as a result, PersonX feels, PersonX feel happy",1,"If PersonX want a pet, as a result, PersonX feels, PersonX feel happy",1,"If PersonX get a pet, PersonX is seen as, PersonX be happy",1,"If PersonX get a new pet, PersonX is seen as, PersonX be delighted",1
"If PersonX decide to save PersonX 's money, as a result, PersonX feels, PersonX be secure",1,"If PersonX decide to save PersonX 's money, causes, PersonX be secure",0,"If PersonX have a pain, PersonX is seen as, PersonX decide to save up",0,"If PersonX get a break, happens after, PersonX decide to save PersonX 's money",0,"If PersonX finally save up enough money, as a result, PersonX feels, PersonX be safe",1
"If PersonX cover PersonY area, as a result, PersonX wants to, PersonX want to eat breakfast",0,"If PersonX want to establish PeopleX point, as a result, PersonX wants to, PersonX make PersonX breakfast",0,"If PersonX make breakfast, as a result, PersonX wants to, PersonX ask PeopleX for something",0,"If PersonX read PersonX newspaper, happens before, PersonX eat breakfast",1,"If PersonX sit at table, as a result, PersonX wants to, PersonX want to have breakfast",1
"If that be lose, as a result, PersonX will, PersonX start to do something",0,"If PeopleX ask PersonX do that, as a result, PersonX feels, PersonX decide to do something",0,"If PersonX come to do that, as a result, PersonX will, PersonX do something",1,"If PersonX feel worthless, PersonX is seen as, that will do something",0,"If PersonX give up on that, as a result, PersonX feels, PersonX be have today",0
"If PersonX decide to try some, as a result, PersonX feels, PersonX take it",0,"If PersonX see that, as a result, PersonX wants to, that be available",0,"If PersonX want to try something, PersonX is seen as, PersonX be there",0,"If PersonX choose not to do that, as a result, PersonX wants to, PersonX have free time",1,"If PersonX find that, as a result, PersonX wants to, PersonX be play with that",1
"If PersonX get PersonX thing together, PersonX is seen as, PersonX be considerate",1,"If PersonX keep check, as a result, PersonX wants to, PeopleX be nice",0,"If PersonX fit perfectly, PersonX is seen as, PersonX be friendly",1,"If PersonX decide to be nice, as a result, PersonX will, PersonX be always nice",1,"If PersonX fall into place, as a result, PersonX feels, PersonX be settle",1
"If PersonX be anxious, PersonX is seen as, PersonX put PersonY on hold",0,"If PersonX stand up to do something, as a result, PersonY or others feel, PersonX sit down",0,"If PersonX be anxious for result, as a result, PersonX feels, PersonX sit for that",0,"If PersonX have that, causes, PersonX to wait for PersonY",1,"If PersonY become sad, as a result, PersonY or others will, PersonX sit by side",0
"If PersonX decide to face PersonX 's fear, can be hindered by, PersonX be too scared",1,"If PersonX be scare of it, as a result, PersonX feels, PersonX feel scared",1,"If PersonX walk with head down, can be hindered by, PersonX feel nervous",0,"If PersonX escape from there, as a result, PersonX feels, PersonX feel scared",1,"If PersonX fear, as a result, PersonX will, PersonX be nervous",1
"If PersonX lose balance, as a result, PersonX feels, PersonX feel lack",0,"If PersonX never understand, as a result, PersonX feels, PersonX be confuse",1,"If PersonX have no idea, as a result, PersonX feels, PersonX be confuse",1,"If PersonX completely forget, as a result, PersonX will, PersonX start to worry",1,"If PersonX lose PersonX mind, can be hindered by, PersonX be crazy",1
"If PersonX begin to date, PersonX is seen as, PersonX be hopeful",1,"If PersonX get a date, as a result, PersonX feels, PersonX be happy",1,"If PersonX arouse PersonY interest, as a result, PersonX feels, PersonY be hopeful",1,"If PersonX go on date, as a result, PersonX feels, PersonX be happy",1,"If PersonX make a date, as a result, PersonX feels, PersonX feel excitement",1
"If PersonX pee, as a result, PersonX will, PersonX have to use the restroom",0,"If PersonX have to use the restroom, as a result, PersonX will, PersonX pee",1,"If PersonX jump down, as a result, PersonX wants to, PersonX have to pee",0,"If PersonX take the pee, but before, PersonX needed, PersonX need to go to bathroom",1,"If PersonX need to pee, as a result, PersonX wants to, PersonX have to use that",1
"If PersonX want to lose weight, as a result, PersonX feels, PersonX put thing",0,"If PeopleX come over there, as a result, PersonX feels, PersonX need to lose some weight",0,"If PersonX be try to lose weight, PersonX is seen as, PersonX be dilegent",1,"If PersonX do not lose weight, as a result, PersonX will, PersonX wonder",1,"If PersonX have fat, causes, PersonX decide to lose weight",1
"If PersonX put pen to paper, as a result, PersonX wants to, PersonX want to write something",1,"If PersonX take part in process, as a result, PersonX feels, PersonX write something",0,"If PersonX have that, as a result, PersonX will, PersonX write down something",1,"If PersonX write it, as a result, PersonX will, PersonX need to write that",1,"If PersonX start plan, as a result, PersonX wants to, PersonX need to write",0
"If PersonX try to make thing right, as a result, PersonX will, PersonX get a",0,"If PersonX improve PersonX 's lot, but before, PersonX needed, PersonX work out",1,"If PersonX find a solution, PersonX is seen as, PersonX be successful",1,"If PersonX find the problem, as a result, PersonX wants to, PersonX resolve the problem",1,"If PersonX fall into place, as a result, PersonX feels, PersonX be settle",1
"If PersonX practice, as a result, PersonX feels, PersonX feel glad",1,"If PersonX time to compete, as a result, PersonX feels, PersonX be happy",1,"If PersonX keep practice, because PersonX wanted, PersonX get better",1,"If PersonX get with time, as a result, PersonX feels, PersonX be happy",1,"If PersonX try out for something, as a result, PersonX feels, PersonX feel hopeful",1
"If PersonX suspect PersonY, as a result, PersonY or others want to, PersonY confess",0,"If PersonX tell PersonY the truth, because PersonX wanted, PersonX make confession",1,"If PersonX like PersonY back, as a result, PersonX wants to, PersonX want to confess to PersonY",1,"If PersonX open up that, PersonX is seen as, PersonX be admit",0,"If PersonX hear something in there, because PersonX wanted, PersonY to admit to something",0
"If PersonX get the word out, PersonX is seen as, PersonX stand up to PersonY",0,"If PersonX get up, as a result, PersonX will, PersonX be stand",1,"If PersonX produce PersonY reaction, but before, PersonX needed, PersonX stand face",0,"If PersonX stand up to PersonY, as a result, PersonX will, PersonX find a event",0,"If PersonX get PersonY 's attention, PersonX is seen as, PersonX be assertive",1
"If PersonX feel apologetic, PersonX is seen as, PersonX be conscientious",0,"If PersonX do the math, PersonX is seen as, PersonX be conscientious",1,"If PersonX put PersonX through pace, PersonX is seen as, PersonX be conscientious",1,"If PersonX run some test on PersonY, PersonX is seen as, PersonX be conscientious",1,"If PersonX pick it away, PersonX is seen as, PersonX be conscientious",1
"If PersonX get long, PersonX is seen as, PersonX be grower",1,"If PersonX grow taller, PersonX is seen as, PersonX be large",1,"If that will do something, PersonX is seen as, PersonX be grow",0,"If PersonX grow quickly, as a result, PersonX feels, PersonX be tall",1,"If PersonX keep pace with growth, PersonX is seen as, PersonX be able",1
"If PersonX get the ingredient together, PersonX is seen as, PersonX be capable",1,"If PersonX get the ingredient together, PersonX is seen as, PersonX be able",1,"If PersonX finally find, but before, PersonX needed, PersonX put it in place",0,"If PersonX collect that, but before, PersonX needed, PersonX fill that",0,"If PersonX get fulfil, as a result, PersonX will, something have be",0
"If PersonX have a dream about that, as a result, PersonX feels, PersonX feel happy",1,"If PersonX live the dream, PersonX is seen as, PersonX be enthusiastic",1,"If PersonX live PersonX dream, as a result, PersonX wants to, PersonX want to be happy",1,"If PersonX be optimistic, PersonX is seen as, PersonX fill with joy",0,"If PersonX be really happy, PersonX is seen as, PersonX be thrill",1
"If PersonX steal PersonY 's money, PersonX is seen as, PersonX be poor",1,"If PersonX be underhanded, PersonX is seen as, PersonX be unprofitable",0,"If PersonX do not have enough money, PersonX is seen as, PersonX be poor",1,"If PersonX have no money, PersonX is seen as, PersonX be impoverished",1,"If PersonX lose money, as a result, PersonX wants to, PersonX be poor",1
"If PersonX get lucky, as a result, PersonX wants to, PersonX want to sleep",1,"If a good night sleep, because PersonX wanted, PersonX increase PersonX chance",0,"If PeopleX sleep well, as a result, PersonX will, PersonX place",0,"If PersonX perform well, PersonX is seen as, PersonX want to take a nap",0,"If PersonX have the day, as a result, PersonX wants to, PersonX sleep day",1
"If PersonX visit PersonX relative, PersonX is seen as, PersonX be friendly",1,"If PersonX visit PersonY 's aunt, PersonX is seen as, PersonX be amiable",1,"If PersonX call PersonY brother, PersonX is seen as, PersonX be friendly",1,"If PersonX call PersonY family, as a result, PersonY or others feel, PersonY be friendly",1,"If PersonX get PersonY friend, PersonX is seen as, PersonX be friendly",1
"If PersonX be penny pincher, PersonX is seen as, PersonX be at grandma 's house",0,"If PersonX eat at home, PersonX is seen as, PersonX put on map",0,"If PersonX be at the store with mom, PersonX is seen as, PersonX eat the soup",0,"If PersonX visit PersonX mom, as a result, PersonX will, PersonX get dinner",1,"If PersonX be at grandma 's house, because PersonX wanted, try grandma new food",1
"If PersonX be progress, PersonX is seen as, PersonX be capture",0,"If PersonX be wind up, PersonX is seen as, PersonX try to find it",0,"If PersonX get everywhere, because PersonX wanted, PersonX search the lose object",1,"If PersonX could get, PersonX is seen as, PersonX be opportunistic",1,"If PersonX do something fast, PersonX is seen as, PersonX be possesive",0
"If PersonX need to take the car for spin, but before, PersonX needed, PersonX see the PersonX",0,"If PersonX be entertain, PersonX is seen as, PersonX get PersonX car fix",0,"If PersonX be at ease, as a result, PersonX will, PersonX talk about car",0,"If PersonX want to buy a car, PersonX is seen as, PersonX be a tease",0,"If PersonX find a person, as a result, PersonX wants to, car be okay",0
"If PersonX prevent PersonY 's use, PersonX is seen as, PersonX be vague",0,"If PersonX keep PersonY still, PersonX is seen as, PersonX leave that",0,"If PersonX be present, PersonX is seen as, PersonX leave PersonY 's dog",0,"If PersonX drop PersonY, as a result, PersonY or others will, PersonY be able to PersonX",0,"If PersonX be withdraw, PersonX is seen as, PersonX check PersonY phone",0
"If PersonX go to movie, PersonX is seen as, PersonX be sociable",1,"If PersonX watch the movie together, PersonX is seen as, PersonX be sociable",1,"If PersonX have just move into apartment, PersonX is seen as, PersonX be sociable",0,"If PersonX be have a party at house, PersonX is seen as, PersonX be social",1,"If PersonX go to house, PersonX is seen as, PersonX be social",1
"If PersonX get busy, PersonX is seen as, PersonX want to watch a scary movie",0,"If PersonX feel, because PersonX wanted, PersonX see a scary movie",0,"If PersonX see a scary movie, PersonX is seen as, PersonX order for it",0,"If PersonX want to watch a scary movie, as a result, PersonY or others want to, PersonX be adventurous",0,"If PersonX like scary movie, as a result, PersonX feels, PersonX be good",1
"If PersonX be vacuum, PersonX is seen as, PersonX occupy PersonY area",0,"If PersonX be indoorsy, PersonX is seen as, PersonX ask tom",0,"If PersonX go PersonX way, PersonX is seen as, PersonX be precise",1,"If PersonX move the needle, PersonX is seen as, PersonX be precise",1,"If PersonX take the computer, PersonX is seen as, PersonX express PersonX thought",0
"If PersonX rub PersonY 's supple breast, as a result, PersonX will, PersonX be arouse",1,"If PersonX flash light, as a result, PersonX wants to, PersonX want to see PersonY 's breast",0,"If PersonX grab PersonY 's chest, as a result, PersonX feels, PersonX be arouse",1,"If PersonX grab PersonX chest, because PersonX wanted, PersonX show emotion",1,"If PersonX rub breast, PersonX is seen as, PersonY get dress",0
"If PersonX be self absorb, PersonX is seen as, PersonX be godlike",0,"If PersonX do the honour, PersonX is seen as, PersonX be transcendent",0,"If PersonX bring PersonY to god, as a result, PersonX feels, PersonX be important",1,"If PersonX die shortly, PersonX is seen as, PersonX be heavenly",1,"If PersonX be safely, PersonX is seen as, PersonX give glory to god",0
"If PersonX run from something, PersonX is seen as, PersonX wouldnt let",0,"If PersonX be strict, as a result, PersonX will, PersonX will not let",1,"If PersonX find oneself, can be hindered by, PersonY will not let",1,"If PersonX make PersonX point, as a result, PersonX will, PersonX will not budge",1,"If PersonX be sassy, as a result, PersonX will, PersonX do not let",1
"If PersonX get it home, but before, PersonX needed, PersonX find PersonY 's way back",0,"If PersonX come home, PersonX is seen as, PersonX be capable",1,"If PersonX be dedicate, PersonX is seen as, PersonX return home",0,"If PersonX have home, but before, PersonX needed, PersonX come back",0,"If PersonX finally get, but before, PersonX needed, PersonX be home",0
"If PersonX go home, PersonX is seen as, PersonX take in sense",0,"If PersonX leave there, as a result, PersonX will, PersonX come to there",1,"If PersonX come home, PersonX is seen as, PersonX be capable",1,"If PersonX move, as a result, PersonX will, PersonX have that",1,"If PersonX run from there, as a result, PersonX will, PersonX go to there",1
"If PersonX be a open book, PersonX is seen as, PersonX be get older",0,"If PersonX be presumptive, PersonX is seen as, PersonX be geriatric",0,"If PersonX take antibiotic, PersonX is seen as, PersonX get old",0,"If PersonX be set for week, as a result, PersonX will, PersonX be old now",0,"If PersonX leave the grocery store, happens after, PersonX sit at table",0
"If PersonX want fun, because PersonX wanted, PersonX visit",0,"If PersonX want to have a party, PersonX is seen as, PersonX be fun",1,"If PersonX have a fun, PersonX is seen as, PersonX be playful",1,"If PersonX want anything, as a result, PersonX wants to, PersonX be fun",0,"If PersonX take a vacation, because PersonX wanted, PersonX want amusement",1
"If PersonX be at grandma 's house, PersonX is seen as, PersonX be thoughtful",1,"If PersonX visit PersonY 's aunt, PersonX is seen as, PersonX be considerate",1,"If PersonX ask PersonY parent, PersonX is seen as, PersonX be respectful",1,"If PersonX visit PersonY 's mom, PersonX is seen as, PersonX be kind",1,"If PersonX show care for grandmother, because PersonX wanted, PersonX be at grandma 's house",0
"If PersonX hop away, PersonX is seen as, PersonX be overlook",0,"If PersonX be remote, PersonX is seen as, PersonX leave everything",0,"If PersonX never go, because PersonX wanted, PersonX avoid somewhere",1,"If PersonX swerve to avoid it, PersonX is seen as, PersonX be upright",0,"If PersonX be debateable, PersonX is seen as, PersonX decide to run away",0
"If PersonX get a toy, as a result, PersonX feels, PersonX feel happy",1,"If PersonX find a toy, as a result, PersonX will, PersonX smile",1,"If PersonX find a toy, as a result, PersonX feels, PersonX be entertain",1,"If PersonX buy a new game, as a result, PersonX will, PersonX smile",1,"If PersonX get a new toy, as a result, PersonX wants to, PeopleX be be",0
"If PersonX paint oneself into corner, PersonX is seen as, PersonX be liar",1,"If PersonX tell all of friend, PersonX is seen as, PersonX be liar",1,"If PersonX tell everyone, PersonX is seen as, PersonX be gossipy",1,"If PersonX tell people, PersonX is seen as, PersonX be gossipy",1,"If PersonX spin a yarn, PersonX is seen as, PersonX be untruthful",1
"If PersonX do not want it, PersonX is seen as, PersonX wear it now",0,"If PersonX go PersonX way, PersonX is seen as, PersonX be precise",1,"If PersonX get a dog, PersonX is seen as, PersonX name PeopleX",0,"If PersonX know PersonX mind, PersonX is seen as, PersonX be sure",1,"If PersonX be disrispectful, PersonX is seen as, PersonX wear that",0
"If PersonX support PersonX 's argument, PersonX is seen as, PersonX be understand",1,"If PeopleX think of that, PersonX is seen as, that be accept",0,"If PersonX say one thing, PersonX is seen as, PersonX be logical",1,"If PersonX bear PersonX name, PersonX is seen as, PersonX be normal",1,"If PersonX receive PersonX share, PersonX is seen as, PersonX be justified",1
"If PersonX also eat soup, happens after, PersonX flirt with PersonY",0,"If PersonX go to house, because PersonX wanted, PersonX try PersonY new food",1,"If PersonX love PersonY 's new hair, because PersonX wanted, PersonX want buffet",0,"If PersonX never cook, PersonX is seen as, PersonX be novice",1,"If PersonX make chicken noodle soup, but before, PersonX needed, PersonX need to add chicken broth",1
"If PersonX be in middle school, PersonX is seen as, PersonX be adolescent",1,"If PersonX just graduate high school, PersonX is seen as, PersonX be youthful",1,"If PersonX get, as a result, PersonX will, PersonX be come soon",0,"If PersonX be teen, PersonX is seen as, PersonX be in middle school",0,"If PersonX spend all of time, PersonX is seen as, PersonX be young",1
"If PersonX take the kid, because PersonX wanted, PersonX have fun",1,"If PersonX be too young for PeopleX, as a result, PersonX will, PersonX smile from fun",0,"If PersonX be a spoil kid, as a result, PersonX wants to, PersonX go to there",1,"If PersonX have a fun, PersonX is seen as, PersonX be playful",1,"If PersonX work with kid, because PersonX wanted, PersonX express inner child",1
"If PersonX do not want it, PersonX is seen as, PersonX wear it now",0,"If PersonX dress for something, as a result, PersonY or others will, PersonX wear that",1,"If PersonX play basketball, but before, PersonX needed, PersonX need to wear shoe",1,"If PersonX play some basketball, but before, PersonX needed, PersonX need to wear shoe",1,"If PersonX watch television, as a result, PersonX will, PersonX don clothing",0
"If PersonX beg PersonY 's mom, as a result, PersonY or others feel, PersonY be need",1,"If PersonX live with sister, PersonX is seen as, PersonX be needy",1,"If PersonX be desperate, as a result, PersonX feels, PersonX beg PersonY 's mom",0,"If PersonX cry in pain, as a result, PersonX wants to, PersonX find PersonY mama",1,"If PersonX want to go with PersonY, PersonX is seen as, PersonX be needy",1
"If PersonX listen for answer, as a result, PersonX will, PersonX fit the bill",0,"If PersonX make, as a result, PersonX will, PersonX get answer",1,"If PersonX even, as a result, PersonX will, PersonX get answer",1,"If PersonX come time, PersonX is seen as, PersonX be timely",1,"If PersonX make sense, as a result, PersonX will, PersonX get understand",1
"If PersonX go as, PersonX is seen as, PersonX be social",1,"If PersonX take many picture, PersonX is seen as, PersonX be social",1,"If PersonX post the photo, PersonX is seen as, PersonX be sociable",1,"If PersonX call, PersonX is seen as, PersonX be social",1,"If PersonX have lot friend, PersonX is seen as, PersonX be social",1
"If PersonX be on the stage, causes, PersonX see",1,"If PersonX walk around town, PersonX is seen as, PersonX have a great time at concert",0,"If PersonX walk on stage, happens after, PersonX be a music event",1,"If PersonX feel good about himself, but before, PersonX needed, PersonX see a show",0,"If PersonX see a show, because PersonX wanted, PersonX experience it",1
"If PersonX be accomplish, PersonX is seen as, PersonX fulfil PersonX duty",0,"If PersonX fulfil PersonX mission, PersonX is seen as, PersonX fulfill personx 's commitment",0,"If PersonX accomplish PersonX object, PersonX is seen as, PersonX be accomplish",1,"If PersonX intent behave, because PersonX wanted, PersonX fulfill PeopleX duty",0,"If PersonX accomplish PersonX purpose, PersonX is seen as, PersonX be persistent",1
"If PeopleX calm down, PersonX is seen as, PersonX be easily pleased",0,"If PersonX take kindly, PersonX is seen as, PersonX be nice",1,"If PersonX be friendly, as a result, PersonX will, PersonX be always so happy",0,"If PersonX hold PersonX peace, because PersonX wanted, PersonX get along",1,"If PersonX be happy, PersonX is seen as, PersonX be jovial",1
"If PersonX open PersonY mouth, PersonX is seen as, PersonX need to touch PersonY 's lip",0,"If PersonX move PersonY 's mouth, but before, PersonX needed, PersonX need to place PeopleX hand on mouth",1,"If PersonX answer PersonY 's question, as a result, PersonX will, PersonX have dry mouth",1,"If PersonX bite PersonX tongue, as a result, PersonX feels, PeopleX say something",1,"If PersonX get out of breath, as a result, PersonX will, PersonX hold PersonX tongue",0
"If PersonX feel bold, PersonX is seen as, PersonX like anyone",0,"If PersonX decide to move, PersonX is seen as, PersonX be sure of themselves",1,"If PersonX decide to go there, PersonX is seen as, PersonX be sure",1,"If PersonX need to do that, PersonX is seen as, PersonX do something",0,"If PersonX determine PersonX position, as a result, PersonX wants to, PersonX get go",1
"If PersonX be dominant, PersonX is seen as, PersonX make a statement",0,"If PersonX get the lead role, PersonX is seen as, PersonX be come",0,"If PersonX sound great, happens before, PersonX get the lead role",1,"If PersonX be unanounced, PersonX is seen as, PersonX make PersonX first",0,"If PersonX say it all, PersonX is seen as, PersonX be outspoken",1
"If something make, PersonX is seen as, PersonX feel move",1,"If PersonX have that, causes, PersonX move that",1,"If PersonX affect PersonX 's life, PersonX is seen as, PersonX be move",1,"If PersonX search for source, as a result, PersonX will, PersonX recently move",0,"If PersonX feel, PersonX is seen as, PersonX run",0
"If PersonX pass through mind, as a result, PersonX will, PersonX take in breath",0,"If PersonX be terrify, PersonX is seen as, PersonX have a heart attack",0,"If PersonX open PersonX mouth, PersonX is seen as, PersonX be shock",1,"If PersonX hold PersonX tongue, as a result, PersonX will, PersonX accelerate heart beating",0,"If PersonX feel anxious, PersonX is seen as, PersonX be affect",1
"If PersonX be obsess, as a result, PersonX feels, PeopleX do not matter",0,"If PersonX want, PersonX is seen as, PersonX feel bored",1,"If PersonX do not really care, PersonX is seen as, PersonX be indifferent",1,"If PersonX be forget that, as a result, PersonX feels, PersonX pay no attention",0,"If PersonX roll PersonX eye, PersonX is seen as, PersonX be unsentimental",0
"If PersonX get the ingredient, PersonX is seen as, PersonX be helpful",1,"If PersonX bear PersonX name, PersonX is seen as, PersonX be helpful",1,"If PersonX also help, PersonX is seen as, PersonX be helpful",1,"If PersonX get PersonX ball, PersonX is seen as, PersonX be helpful",1,"If PersonX contribute to understanding, PersonX is seen as, PersonX be helpful",1
"If PersonX be really upset, PersonX is seen as, PersonX see PersonY mom",0,"If PersonX take the lead, PersonX is seen as, PersonX kill PersonX mother",0,"If PersonX give PersonX mom, PersonX is seen as, PersonX call security",0,"If PersonX ignore PersonY 's mother, as a result, PersonY or others feel, PersonX come into hand",0,"If PersonX quit playing, can be hindered by, PersonX 's mom tell x",1
"If PersonX love PersonY enough, as a result, PersonX feels, PersonX give PersonY pain",0,"If PersonX put, because PersonX wanted, PersonX see PersonZ cry",0,"If PersonX be really hard for PersonY, PersonX is seen as, PersonX be loving",1,"If PersonX feel pleasure, PersonX is seen as, PersonX be beatiful",0,"If PersonX give PersonY the support, as a result, PersonY or others want to, PersonX condemn PersonZ to death",0
"If PersonX see one, PersonX is seen as, PersonX be lucky",1,"If PersonX be optimistic, PersonX is seen as, PersonX play the slot",0,"If PersonX get PersonX wish, PersonX is seen as, PersonX be fortunate",1,"If PersonX win that, PersonX is seen as, PersonX get it",0,"If PersonX play the time, PersonX is seen as, that be something",0
"If PersonX find the source of smell, but before, PersonX needed, PersonX smell something",1,"If PersonX get to there, as a result, PersonX will, PersonX smell that",1,"If PersonX find the source of smell, but before, PersonX needed, PersonX follow the smell",1,"If PersonX find the source of smell, PersonX is seen as, PersonX be determine",1,"If PersonX aim the camera, happens after, PersonX find the smell",0
"If PersonX give it the gun, but before, PersonX needed, PeopleX know",1,"If PersonX aim PersonX gun, PersonX is seen as, PersonY be present with gift",0,"If PersonX buy weapon, happens after, PersonX be go to hang out with PersonY",0,"If PersonX want to kill PersonY, as a result, PersonX wants to, PersonX get a gun",1,"If PersonX go see PersonY, happens before, PersonX give PersonY a gift",1
"If PersonX give PersonX wife, because PersonX wanted, PersonX visit a relative",0,"If PersonX do not have a ride there, can be hindered by, PersonX give PersonX girlfriend",0,"If PersonX take PersonX girlfriend out, but before, PersonX needed, PersonX call PeopleX girlfriend",1,"If PersonX drop into it, but before, PersonX needed, PersonX invite PersonY 's girlfriend",0,"If PersonX take PersonY home, as a result, PersonY or others will, PersonY give kiss",1
"If PersonX save enough money, happens before, PersonX go to office",1,"If PersonX start PersonX business, but before, PersonX needed, PersonX need to have money",1,"If PersonX invest PersonX money, but before, PersonX needed, PersonX need to work",1,"If PersonX need a new job, but before, PersonX needed, PersonX need money",1,"If PersonX move place to place, but before, PersonX needed, PersonX need to be the finance manager",0
"If PersonX pat PersonY 's shoulder, but before, PersonX needed, PersonX need to reach for PersonY",1,"If PersonY have, but before, PersonX needed, PersonX lay hand on PersonY",0,"If PersonX take care of PersonY, but before, PersonX needed, PersonY have",1,"If PersonX assist PersonY, but before, PersonX needed, PersonX need to be with PersonY",1,"If PersonX need to find PersonY, but before, PersonX needed, PersonX grab PersonY shoulder",0
"If PersonX drop into it, but before, PersonX needed, PersonX need to come to agreement",0,"If PersonX enter into agreement, PersonX is seen as, PersonX be cooperative",1,"If PersonX reach PersonY agreement, PersonX is seen as, PersonX be cooperative",1,"If PersonX have enough time, but before, PersonX needed, PersonY have a agreement",0,"If PersonX work together, because PersonX wanted, PersonX do teamwork",1
"If PersonX see other people, but before, PersonX needed, PersonX put it back",0,"If PersonX ask for something, as a result, PersonX will, PeopleX will think about it",1,"If PersonX spend time, but before, PersonX needed, PersonX have the time",1,"If PersonX turn PersonY 's attention back, but before, PersonX needed, PersonX tap PersonY on shoulder",1,"If PersonX wait longer, but before, PersonX needed, PersonX have linger",1
"If PersonX meet PeopleX, as a result, PersonX wants to, PersonX get into accident",0,"If PersonX cant reach anyone, as a result, PersonX will, PersonX get hit by that",0,"If PersonX eat out of hand, but before, PersonX needed, PersonX need to approach PersonX",1,"If PersonX need to call all friend, but before, PersonX needed, PersonX meet PersonX fate",0,"If PersonX be injure, as a result, PersonX wants to, PersonX die",1
"If PersonX pay for service, but before, PersonX needed, PersonX need to money",1,"If PersonX raise a money, but before, PersonX needed, PersonX need to ask people for money",1,"If PersonX need to have cash, but before, PersonX needed, PersonX need to buy",0,"If PersonX buy thing, but before, PersonX needed, PersonX need to have money",1,"If PersonX purchase one, but before, PersonX needed, PersonX need to have money",1
"If PersonX get a bike, but before, PersonX needed, PersonX ride the bike",0,"If PersonX want a bike, as a result, PersonX will, PersonX can ride",1,"If PersonX get a bike, as a result, PersonX will, PersonX decide to ride",1,"If PersonX have a bike, but before, PersonX needed, PersonX ride PersonX bike",0,"If PersonX take thing, but before, PersonX needed, PersonX ride the bike",0
