0,0_label,1,1_label,2,2_label,3,3_label,4,4_label,0_tq,0_tq_label,1_tq,1_tq_label,2_tq,2_tq_label,3_tq,3_tq_label,4_tq,4_tq_label,5,5_label,6,6_label,7,7_label,8,8_label,9,9_label
"PersonX go to room, thus, PersonX want to furnish the apartment",0,"PersonX sing PersonY, thus, PersonY want PersonX entertain persony",0,"other be happy, thus, PersonX want to steal the kite",0,"PersonX have nausea, thus as a result on PersonX's emotion, PersonY have supplies",0,"PersonX purchase the ingredient, thus it can be seen about PersonX's intention that PersonX make something",1,"If PersonX improve PersonY 's lot, as a result, PersonX will, PersonX give",1,"If watch have PersonY, happens before, PersonX be go fast",0,"If PersonX need to probe into problem, but before, PersonX needed, PersonX blame canada",0,"If PersonX be solvent, PersonX is seen as, PersonX jump PersonY bone",0,"If PersonX win PersonY back, can be hindered by, PersonX want to sell",0,"PersonX nuzzle PersonY 's face, thus it can be seen about PersonX's attribute that PersonX be brisk",1,"PersonX acquire PersonY knowledge, thus it can be seen about PersonX's attribute that PersonX be skillful",1,"Before PersonX find everything, PersonX set down next to PersonY",0,"Because PersonX be there, PersonX be come there",1,"PersonY want to look at decoration, thus, PersonY want when PeopleX be down",0
"PersonX decide to clean it, thus, PersonX want to wipe something",1,"PersonY be look for it, thus, PersonY want to express PersonY gratefulness",0,"PersonX make PersonY application, thus as a result on PersonY's emotion, PersonY feel PersonY be appreciate",1,"PersonY continue stay away, thus, PersonX want to present",0,"PersonX want a new look, thus, PersonX want to go to salon",1,"If PersonX give it up, PersonX is seen as, PersonX feel curiosity",1,"If PersonX get something, as a result, PersonX will, PersonX can wear something",1,"If PersonX want nothing, but before, PersonX needed, PersonX want to tell people",0,"If PersonX tie a tie, because PersonX wanted, PersonX look good",1,"If PersonX eat something, as a result, PersonX wants to, PersonX want to eat that",0,The event PersonX rewind tape includes the event/action that PersonX run out of energy,0,"The event PersonX take PersonY share will not happen, if PersonY be hog PeopleX share",1,"PersonX get thing off PeopleX chest, thus as an result, PersonX make a change in life",0,"PersonX be good, thus as a result on PersonX's emotion, PersonX have just graduate college",0,"PersonX be look forward, thus as an result, PersonX dirty something",0
"PersonX fill PersonX hand, thus it can be seen about PersonX's attribute that PersonX be careful",1,"Because PersonX be near PersonY, PersonX be with PersonY",1,"PersonX want to be the best at something, thus it can be seen about PersonX's intention that PersonX tell PersonY later",0,"PersonY need something, thus as an result, PeopleX need a vacation",0,"The event PersonX get kidnap will not happen, if PersonX have a foot injury",0,"If PersonX take advantage of opportunity, PersonX is seen as, PersonX be sky",1,"If PersonX find PersonX way home, as a result, PersonY or others want to, PersonY find out PersonX",1,"If PersonY run everyday, because PersonX wanted, PersonX sweat profusely",0,"If person x have no money, can be hindered by, PersonX find something",0,"If PersonX do not have the stamina, can be hindered by, PeopleX can not find anything",0,"PersonX start PersonY program, thus as an result, PersonY get thank by PersonX",1,The event PersonX visit PersonY 's uncle will not happen unless PersonX be nice,0,"PersonX become more proficient with computer, thus as an result, PersonX lose control of emotion",0,"PersonX have one child, thus it can be seen about PersonX's attribute that PersonX be level-headed",1,"PersonX feel lose, thus it can be seen about PersonX's attribute that PersonX be lose",1
"The event PersonX do not have transportation to concert will not happen, if PersonX keep PersonY 's cool",0,"Before PersonX move to york, PersonX make a decision",1,The event PersonX break open will not happen unless PersonX talk,1,"Because PersonX be there, PersonX have that party",1,The event PersonX resume PersonX work will not happen unless PersonX see one,0,"If PersonX make PersonY provision, as a result, PersonY or others want to, PersonY want to get something need",1,"If PersonX send to room, happens after, PersonX ask PersonY take out the trash",1,"If PersonX feel stressed, as a result, PersonX feels, PersonX have to that",0,"If PersonX take care of people, but before, PersonX needed, PersonX tell the truth",0,"If PersonX go anyway, because PersonX wanted, PersonX follow the original plan",1,"After PersonX need new clothes, PersonX celebrate with wardrobe",1,"PersonX make sure, thus, PersonX want to have a doubt",0,"PersonX plan PersonX 's next trip, thus it can be seen about PersonX's attribute that PersonX have to go back",0,"PersonX slam harder, thus, PersonX want to go somwhere",0,"PersonX swim to end, thus, PersonX want to impress PersonX date",0
"PersonX stick to gun, thus as an result, PersonX be stubborn",1,"PersonX make breakfast for family, thus, PersonY want to say thank PersonZ",1,"PersonX work quickly, thus as an result, PeopleX save up money",0,"PersonX make PersonY decision, thus it can be seen about PersonX's intention that PersonX decide",1,"PersonX also practice, thus, PersonX want to work harder",1,"If PersonX gather PersonX 's supplies, as a result, PersonX feels, PersonX be ready",1,"If PersonX make PersonY order, but before, PersonX needed, PersonX expect a lot",0,"If PersonX need to take a airplane, but before, PersonX needed, PersonX place a soft kiss",0,"If PersonX get a haircut, as a result, PersonX wants to, PersonX make it to championship",0,"If PersonX sit on it, as a result, PersonX will, PersonX work be hard",1,"PersonX make the football team, thus it can be seen about PersonX's intention that PersonX get attention",0,"The event PersonX make PersonY cry will not happen, if PersonX be too set in way",0,"PersonX feel adventurous, thus as an result, PersonX take risk",1,"PersonX buy a plane ticket, thus as an result, PersonX get on plane",1,"PersonY enjoy PersonX company, thus as an result, PersonX do not know something",0
"PersonX see PersonY on there, thus as a result on PersonX's emotion, PersonX feel concern",1,"PersonX be alive, thus, PersonX want to be get old",1,"PersonX have a bad day at work, thus, PersonX want to relax",1,"PersonX be go fast, thus it can be seen about PersonX's attribute that PersonX feel admiration",0,The event PersonX take a rest will not happen unless PersonX close eye,1,"If PersonX see PersonY work, because PersonX wanted, PersonX know about plan",1,"If PersonX open the gate, as a result, PersonX feels, PersonX dry PersonX clothes",0,"If person x read the sign, can be hindered by, PersonX take PersonX phone out",0,"If PersonX wear the necklace, as a result, PersonX will, PersonX open the chest",0,"If PersonX design, but before, PersonX needed, PersonX need to think",1,"PersonX find the right employee, thus it can be seen about PersonX's intention that PersonX tell PersonY the thing",0,"PersonX be not take seriously by adult, thus as an result, PersonX lose the will",0,"PersonX get hungry, thus as an result, PersonX try to get something",1,"PersonX have a great time at concert, thus, PersonY want PersonX buy ticket",0,"The event PersonX move to home will not happen, if PersonX can not afford a new home",1
"PersonX yell for help, thus it can be seen about PersonX's attribute that PersonX love to something",0,"PersonX sell PersonX soul, thus it can be seen about PersonX's attribute that PersonX be pluviophile",0,"The event PersonX throw it in trash will not happen, if PersonX job require",1,"PersonX do not like it, thus as an result, PersonX will try something time",1,"PersonX get yellow card, thus as an result, PersonX force PersonY entrance",0,"If PersonX make chocolate chip cookie, as a result, PersonX feels, PersonX be accomplish",1,"If PersonX become intellectual, as a result, PersonX wants to, PersonX have a voice",0,"If PersonX take time off, but before, PersonX needed, PersonX give PersonY a son",0,"If PersonX wake up, as a result, PersonX will, PersonX do not feel well",1,"If PersonY be repulse, as a result, PersonY or others feel, PersonY be unaesy",0,"The event the store be sell out of card will not happen, if PersonX be longer marry to PersonY",0,The event PersonX make a candle will not happen unless PersonX get supplies,1,"PersonX move around lot, thus as an result, PersonX struggle to make friend",1,"PersonX borrow money, thus as a result on PersonX's emotion, PersonX feel PersonX be embarrassed",1,"PersonX be go out of business, thus, PersonY want to regain PeopleX item",0
"something be ugly, thus as an result, PersonX nod off",0,"Because PersonX go to hospital, PersonX be at the hospital",1,"Because PersonX have a alarm clock, PersonX put that",1,The event PersonX scare PersonY away will not happen unless PersonX have a gun,1,"PersonX love PersonX mother, thus as a result on PersonX's emotion, PersonX feel PersonX be nan",1,"If PersonX have PeopleX, as a result, PersonX wants to, PersonX unwrap",1,"If PersonX have another baby, can be hindered by, PersonX do not have",1,"If PersonX want to play with toy, as a result, PersonX wants to, PersonX want to peddle",0,"If PersonX make a dress, as a result, PersonX wants to, PersonX want to make PersonZ happy",0,"If PersonX climb a tree, as a result, PersonX wants to, PersonX want to get down",1,"PersonX find a replacement, thus it can be seen about PersonX's intention that PersonX always have a backup",1,"PersonY want to call play, thus, PersonY want PersonX see PersonY house",0,"The event PeopleX want to take both will not happen, if PeopleX just lose PeopleX job",0,"Because PersonX forget about cheese, PersonX have bagel",0,The event PersonX get happy includes the event/action that PersonX put hand on bible,0
"The event PersonX continue PersonY 's course will not happen, if PersonX be successful",0,The event PersonX end day will not happen unless PersonX do,1,"PersonX be disoriented, thus, PersonX want to find",0,"PersonX bring the food, thus, PersonX want to eat the food",1,"The event PersonX get start will not happen, if the taxi be run late",1,"If PersonY begin to change PersonZ way, as a result, PersonY or others will, PersonX make a huge difference",0,"If PersonX earn a money, can be hindered by, person x do not go to college",1,"If PersonX learn PersonY language, happens before, PersonX can now talk to PersonY",1,"If PersonX get start, as a result, PersonX wants to, PersonX will finish",1,"If PersonX finish work on time, as a result, PersonX will, PersonX get new running shoe",0,"PersonX speed away, thus as an result, PersonY want to call the cop",0,"PersonY get home, thus, PersonX want PersonY want to thank PersonX",0,"After PersonX tell PersonY yes, PersonY be helpful",0,"PersonX rub PersonY face, thus as an result, PersonX touch face",1,"PersonX pay bill, thus as a result on PersonX's emotion, PersonX get PersonY idea",0
"PersonX express PersonY feeling, thus it can be seen about PersonX's attribute that PersonX be considerate",1,"PersonX enter a contest, thus as a result on PersonX's emotion, PersonX feel PersonX be determine",1,The event PersonX have be work will not happen unless PersonX give PersonX girlfriend,0,"PersonX go to store, thus it can be seen about PersonX's attribute that PersonX feel optimistic",1,"PersonX get PersonY bearing, thus it can be seen about PersonX's attribute that PersonX feel hot",0,"If PersonX run full speed, includes the event or action, PersonX get news",0,"If PersonX be serious, PersonX is seen as, PersonX see the doctor",0,"If PersonX bring up PersonX child, can be hindered by, PersonX be paralyzed",0,"If PersonX be upset, as a result, PersonX will, PersonX cheer up",1,"If PersonX love something, as a result, PersonY or others feel, PersonX use to drink something",0,"Because PersonX have movie ticket, PersonX be fly",0,"tell people PersonY choice, thus, PersonX want PeopleX want in life",0,The event PersonX hit another car will not happen unless PersonX drive,1,"PersonX start run day, thus as a result on PersonX's emotion, PersonX feel PersonX be get ready for that",0,"Because PersonX approach PersonY, PersonX go to church",0
"PersonX rush to er, thus as a result on PersonX's emotion, PersonX feel PersonX be scare",1,"PersonX move away from wall, thus, PersonX want to decorate PersonX 's christmas tree",0,"PersonX drive PersonY automobile, thus as an result, PeopleX learn to drive",1,"PersonX overeat it, thus, PersonX want to have a whale of time",0,"PeopleX order a food, thus as an result, PersonX be careless",0,"If PersonX visit PersonY 's mom, as a result, PersonY or others feel, PersonY be full of joy",1,"If PersonX get something in closet, because PersonX wanted, PersonX spend all of time",0,"If PersonX balance the book, as a result, PersonX wants to, PersonX pull PersonY to PersonX",0,"If PersonX get a ride, but before, PersonX needed, PersonX support PersonY position",0,"If PersonX walk to station, as a result, PersonX wants to, PersonX want to fill up a gas",1,"PersonX sleep, thus as an result, PersonX wake up with something",1,"PersonX win the game for team, thus as a result on PersonY's emotion, PersonY feel PersonY be happy",1,"PersonX receive PersonY 's share, thus it can be seen about PersonX's attribute that PersonX be inteligent",1,"PersonX have a great job, thus as an result, PersonX get big paycheck",1,"PeopleX get, thus as an result, PeopleX do something",1
"PersonX give PersonY aid, thus it can be seen about PersonX's intention that PersonX help the person",1,"PeopleX invite PersonX to home, thus as an result, PersonY do not do anything",0,"PersonX be anticipation for something good, thus as a result on PersonX's emotion, PersonX express PersonY opinion as",0,"PersonX want to talk to manager, thus, PersonX want to have a good time with friend",0,The event PersonX need to pick up PersonY 's daughter will not happen unless PersonX plan a destination,0,"If PersonY be industrious, as a result, PersonX feels, what book be best",0,"If PersonY have steal it, causes, PersonX step in water",0,"If PersonX redouble PersonX effort, can be hindered by, PersonX want to go home",0,"If PersonX resign PersonX post, as a result, PersonX wants to, PersonX need to write tge resignation letter",0,"If PersonX be not a manager, can be hindered by, PersonX 's roommate do not want PersonY have a key",0,"PersonX move the room, thus as an result, PersonX be a publish author",0,"The event PeopleX be tape to wall will not happen, if PersonX be already well prepare",0,"PersonX want to defend the ball, thus, PersonX want to sell to PersonY",0,"PersonX get a new tv, thus it can be seen about PersonX's attribute that PersonX be stoke",1,"PersonX be prone, thus it can be seen about PersonX's attribute that PersonX be fighten",0
"PersonX grab PersonY shoulder, thus, PersonY want to run away",1,"The event PersonX have a heart attack will not happen, if PersonX have a great doctor",1,"PersonX work with kid, thus it can be seen about PersonX's intention that PersonX express inner child",1,"PersonX love PersonX new hair, thus, PersonX want to see friend",1,"PersonX file tax, thus it can be seen about PersonX's attribute that PersonX be a captain",0,"If PeopleX watch a movie together, causes, PersonX get out of that",0,"If PersonX smell awful, PersonX is seen as, PersonX be laconic",0,"If PersonX make a full recovery, can be hindered by, PersonX 's mom will not take care of PersonY",1,"If PersonX raise PeopleX child, as a result, PersonX wants to, PersonX order coffee",0,"If PersonY be in much pain, as a result, PersonY or others will, PersonX head",0,"PersonY feel bad, thus it can be seen about PersonX's attribute that PersonX drop PersonY off",0,The event PersonX send PersonY army will not happen unless PersonX command a army,1,"PersonX seize PersonY by arm, thus it can be seen about PersonX's intention that PersonX intent fight persony",1,"The event PersonX start feel better will not happen, if PersonX wife refuse to take care of PersonY",1,"PersonX concentrate, thus as an result, PersonX go bald",0
"PersonX raise PersonY hand, thus it can be seen about PersonX's attribute that PersonX be over bearing",1,"PersonY run fast, thus as an result, PersonX give PersonY a start",0,"PersonX sell ticket, thus as a result on PersonX's emotion, PersonX feel PersonX be happy",1,"PersonX feel very tired, thus it can be seen about PersonX's attribute that PersonX be nutty",1,"The event PersonX be stick bed with leg will not happen, if PersonX have a great time",0,"If PersonX bring a cub, as a result, PersonY or others want to, PersonX open the zoo cage",0,"If PersonX crunch number, PersonX is seen as, PersonX be mathematical",1,"If PersonX be free bird, PersonX is seen as, PersonX be pleasurable",0,"If PersonX read every word, as a result, PersonX will, PersonX finish the task",1,"If PersonX pass, PersonX is seen as, PersonX be offer",0,"Before PersonX get a drink, PersonX get dehydrate",1,"PersonX knock the ball, thus it can be seen about PersonX's attribute that PeopleX be obedient",0,"PersonX order something, thus as a result on PersonX's emotion, PersonX enjoy",0,"Because PersonX be do, the bus stop",0,"The event PersonX sell lemonade will not happen, if PersonX be ban",1
"PersonX take the money, thus, PersonY want to find the money",1,"PersonX arrange PersonY interview, thus as an result, PersonY get job",1,"PersonX be take out the garbage, thus, PersonX want to set to work",0,"PersonX be learn to do it, thus as an result, PersonX draw that",1,"PersonX ensure PersonY 's success, thus, PersonY want to accept",1,"If PersonX buy a new television, PersonX is seen as, PersonX be fun",1,"If PersonX publish PersonY book, but before, PersonX needed, PersonX need to be a publisher",1,"If PersonX be a avid runner, can be hindered by, PersonX 's leg be break by sam",1,"If PersonX give PersonY the power, but before, PersonX needed, PersonX need to consider PersonY 's eligibility",1,"If PersonX hit PersonY, as a result, PersonY or others will, PersonY have a bruise",1,"Before PersonX have a math test on friday, PersonX love the big city",0,"PersonX strike, thus it can be seen about PersonX's intention that PersonX win the tournament",1,"PersonX rush through something, thus as a result on PersonX's emotion, PersonX feel stressed",1,"PersonX be compliment on work, thus as an result, PersonX smell halitosis",0,"Because PersonX have it, PersonX open something with excitement",1
The event PersonX cause pain will not happen unless PersonX keep PersonY account,0,"PeopleX sit in there, thus as a result on PersonX's emotion, PeopleX feel",1,"After PersonX receive a good tip, PersonX begin to worry",0,"PersonX stay in shape, thus as an result, PersonX walk to school",0,"The event PersonX do not know where to look for snake will not happen, if PeopleX have a healthy immune system",0,"If PersonY smell that, PersonX is seen as, PersonX threaten PersonY 's existence",0,"If PersonX want to talk, as a result, PersonX wants to, PersonX call a friend",0,"If person x be stick PersonZ 95, can be hindered by, PersonX 's bone be too strong",0,"If PersonX need to gather up PersonY school supplies, but before, PersonX needed, PersonX need to get themselves outside",0,"If PersonX grab a hot drink, as a result, PersonX will, PersonX never win something",0,"PersonX meet PersonX neighbor, thus, PersonY want to feel welcome in neighborhood",1,"Before PersonX be call into office, PersonX do the wrong thing at work",1,"PersonX give PersonY a lot, thus as a result on PersonX's emotion, PersonX have a bad day at work",0,The event PersonX cut from team will not happen unless PersonX watch practice,1,"PersonX love PersonY anyway, thus as an result, PersonX get reject",1
"The event PersonX take a joke will not happen, if a water leak close work",0,The event PersonX get back on track will not happen unless PersonX have a plan,1,"PersonX take PersonX shot, thus, PersonX want to drink a chaser",1,"PersonX glance back at PersonY, thus, PersonY want to lock eye",1,"PersonY be smarter, thus, PersonY want PersonX roll PersonY eye at PersonY",0,"If PersonX show PersonY parent, can be hindered by, the parent be angry with personx",1,"If PersonX make PersonY diagnosis, can be hindered by, PersonY do not have insurance",1,"If PersonX buy it for work, as a result, PersonX feels, PersonX feel excited",1,"If PersonX cook PeopleX, can be hindered by, PersonX take that off",0,"If PersonX need to sign people up for class, but before, PersonX needed, PersonX need to have enrol for class",0,"PersonX hear PersonY voice again, thus as an result, PersonX dodge a bullet",0,"The event PersonX achieve PersonY goal will not happen, if person y have already complete the goal from themselves",1,"PersonX send PersonX child to school, thus as an result, PersonY wonder about day",1,"PersonX play chess, thus, PersonX want PeopleX be in the dark",0,"PersonX fall to lot, thus, PersonX want to go everywhere",0
"PersonX take something off, thus as an result, PersonX be arm",0,"PersonX make up PersonY mind, thus it can be seen about PersonX's attribute that PersonX be inform",1,"PersonX be naughty, thus as an result, PersonY punish PersonX",1,The event PersonX have a tiger by tail will not happen unless PersonX find a tiger,1,"The event PersonX get out will not happen, if PersonX have no car",1,"If PersonX decide to go to beach, happens after, PersonX leave work early",1,"If PersonX begin talk, as a result, PersonX wants to, PersonX want to get PeopleX attention",1,"If PersonX cook meal, includes the event or action, PersonX turn off oven",1,"If PersonX get rescue, as a result, PersonX wants to, PersonX arrive promptly",0,"If PersonX finally ask PersonY, as a result, PersonY or others feel, PersonY be surprised",1,"PersonX plan PersonX 's next trip, thus, PersonY want PersonX be excite",0,"The event PersonX go back to hotel will not happen, if PersonY be a slow runner",0,"PersonX be unencumbered, thus it can be seen about PersonX's attribute that PersonX raise the spectre",0,"Because PersonY like well, something worsen",0,"PersonX invite PersonY 's friend, thus as an result, PeopleX have fun",1
"PersonX stop laugh, thus it can be seen about PersonX's intention that PersonX want logic",0,"The event PeopleX co-worker keep mess thing up will not happen, if the tax rate be too high",0,"PersonX look directly at PersonZ, thus as a result on PersonX's emotion, PersonX can see the person",1,"PersonX do the honour, thus, PersonX want to give a speech",1,"The event PersonX change PersonX mind will not happen, if PersonX find PersonY 's mother",0,"If PersonX get fast food, as a result, PersonY or others want to, PersonY want to know about problem",0,"If PersonX deliver PersonY message, as a result, PersonX feels, PeopleX be be helpful",1,"If PersonX take vitamin, happens after, PersonX try a reggae concert out",0,"If PersonX take PersonY prisoner, as a result, PersonY or others feel, PersonX produce PersonY number",0,"If PersonX feel hungry, PersonX is seen as, PersonX bring something",0,"PersonX have a friend, thus it can be seen about PersonX's attribute that PersonX feel scared",1,The event PersonX need to collect note will not happen unless PersonX qualify to championship,0,"PersonX buy that, thus as an result, PersonX eat a lot of that",1,"PersonX get lose in wood, thus as an result, PeopleX call the police",1,"PersonX only think about thing, thus it can be seen about PersonX's intention that PersonX retaliate",0
"PersonX do not know anything about something, thus it can be seen about PersonX's intention that PersonX feel confused",0,"Because PersonX have a bad dream, PersonX startle PersonY",1,"After PersonX get PeopleX sink repair, PersonX get yell at PersonY",0,"PersonX eat anything, thus as an result, PersonX hear outside",0,"PersonX get information from PersonY, thus as an result, PersonX make",0,"If PersonX relax on beach, happens before, PersonX watch",1,"If PersonX decide to make PersonX own, as a result, PersonX feels, PeopleX play there often",0,"If that be bad luck, PersonX is seen as, PersonX want something",0,"If PersonX put food on plate, includes the event or action, PersonX deal",0,"If PersonX get corona from dale, can be hindered by, PersonX leave PeopleX phone at home",0,The event PersonX need to call up the family will not happen unless PersonX find some cash,0,"Before PersonX exercise PersonX power, PersonX decide to push people around",1,The event PersonX take everything will not happen unless PersonX find a park,0,"PersonX send PersonY packing, thus, PersonX want to call security",1,"PersonX be smarter, thus it can be seen about PersonX's attribute that PersonX take another bite",0
"PersonX take PersonY to doctor, thus, PersonY want to go home",1,"PersonX meet PersonX mom, thus it can be seen about PersonX's attribute that PersonY get treat to dinner",0,"PersonX tell PersonY, thus as an result, PersonX give PersonY fluid",1,"PersonX be late for that, thus, PersonX want to decide to do it",1,The event PersonX rent a boat will not happen unless PersonX buy a boat,1,"If PersonX get down on knee, as a result, PersonX will, PersonX win first place",0,"If PersonX be enlughtn, as a result, PersonX feels, PeopleX could see that",0,"If PersonX take care of everything, happens after, PersonX place a bag for item",0,"If PersonX start smoking, happens before, PersonX decide to quit because cost",1,"If PersonX take a day trip, as a result, PersonX will, PersonX be out money",1,"PersonX be start to smell, thus as an result, PersonX get turn down in interview",1,"PersonX await PersonX turn, thus it can be seen about PersonX's attribute that PersonX be calm",1,"PersonX hold breath, thus as an result, PersonX find it later",0,"Because PersonX take a nap, PersonX be on a bed",1,"PersonX badly hurt, thus it can be seen about PersonX's intention that PersonX be needy",0
The event a friend post a video will not happen unless PersonX go viral,0,The event PersonX need to notice a miss call will not happen unless PersonX make a deal,0,"The event the great seat be buy out by PersonX will not happen, if PersonX lose control of car",0,"PersonX live PersonY 's life, thus, PersonX want to time",1,"PersonX put PersonY foot down, thus, PersonX want to take PersonY foot",1,"If PeopleX clean, causes, PersonX like to play with something",0,"If PersonX get lazy, as a result, PersonX will, PersonX do a poor job",1,"If PersonX finish PersonX song, as a result, PersonX wants to, PersonX want to grab a drink",1,"If PersonX close hand, as a result, PersonX will, PersonX use kit",0,"If PersonX wash PersonX foot, as a result, PersonX feels, PersonX be clean",1,"PersonX do bad thing, thus, PersonY want PeopleX do not do it again",1,The event PersonX still life will not happen unless PersonX post a photo,0,"PersonX want to call for help, thus, PersonX want to get stick",0,The event PersonX lose all of money will not happen unless PersonX be in possession of money,1,"The event PeopleX knee be a cast will not happen, if PersonX lose PersonY car key",0
"PersonX be stinky, thus it can be seen about PersonX's attribute that PersonY face",0,"PersonX make ground, thus as an result, PersonX have a better feel",1,"PersonX be nervous, thus as a result on PersonX's emotion, PersonX decide to retire",0,"After PersonX force PersonY entrance, PersonX go home from work",0,"PersonX solve PersonY 's problem, thus it can be seen about PersonX's attribute that PersonX be helpful",1,"If PersonX open the bag, PersonX is seen as, PersonX hear a noise",0,"If PersonX be start kindergarten, as a result, PersonX feels, PersonX never win something",0,"If PersonX feel thirsty, as a result, PersonY or others want to, PersonY ask PersonX down",0,"If PersonX put something together, as a result, PersonX feels, PersonX take PersonY 's revenge",0,"If PersonX get PersonY opportunity, PersonX is seen as, PersonX want to add",0,"PersonX weigh PersonX option, thus as an result, PersonX join mutiny",0,The event PersonX be shopping at mall will not happen unless PersonX find transportation to home,0,The event PersonX need to put a piece of paper name in jar will not happen unless PeopleX start to argue,0,The event PersonX receive detention will not happen unless PersonX inform PeopleX parent,1,"Before PersonX ask PersonY father, PersonX have a question",0
"PersonX be walk, thus as an result, PersonX answer",1,"PersonX always make something, thus it can be seen about PersonX's intention that PersonX provoke persony",0,"PersonX be walk to park, thus as an result, PersonX relax PersonY self",1,"The event PersonX improve drastically will not happen, if PersonX 's coach will not teach PersonY",1,"PersonX take a train to city, thus it can be seen about PersonX's attribute that PersonX be wonder",1,"If PersonX put rock in box, as a result, PersonX will, PersonX plan the vacation",0,"If PersonX pull over, as a result, PersonX feels, PersonX be very pleasent",0,"If PersonX need to awareness, but before, PersonX needed, PersonX need to understand PersonY 's issue",0,"If PersonX help PersonY 's practice, happens before, PersonX show off PersonX skill",1,"If there be no hot dog leave, can be hindered by, PersonX wipe away PersonY tear",0,The event PersonX eat with friend will not happen unless PersonX be in public,1,"The event PersonX lay the groundwork will not happen, if it be too complicate",1,"PersonX call PersonY friend, thus as a result on PersonY's emotion, PersonY feel PersonY be amaze",1,"The event PersonX make PersonX appearance will not happen, if person x need to study for exam",1,"PersonX go on trip, thus as an result, PersonX come back",1
"PeopleX do not feel well, thus, PersonX want to pick a object",0,"PersonX want to do well in task, thus, PersonX want to rant",0,"Before PersonX be yell at customer, PeopleX will help with search",0,"PersonX be close mind, thus it can be seen about PersonX's attribute that PersonX restore PersonY to life",0,"Before PersonX give PersonY the letter, PersonX want to talk letter with PersonY",0,"If PersonX find want, includes the event or action, PersonX make love",0,"If PersonX take PersonX wallet, as a result, PersonX wants to, PersonX want to buy liquor",1,"If PersonX cost PersonY dollar, as a result, PersonX wants to, PersonX live at expense",1,"If PersonX try anyway, as a result, PersonY or others want to, PersonY want to pay PersonX more",0,"If PersonX want to kindness, as a result, PersonX wants to, PersonX look dramatic",0,"PersonX read the bible, thus as a result on PersonX's emotion, PersonX feel PersonX be knowledgeable",1,"Before PersonX get closer, PersonX walk down the street",1,"PersonX know PersonY better, thus it can be seen about PersonX's attribute that PersonX be kind",1,"PersonY dodge eye contact, thus as an result, PersonY boater float out to water",0,"The event PersonX have to raise PeopleX child will not happen, if personx kid have soccer practice today",0
"PersonX be cover in ice, thus, PersonY want PersonX decide to go to doctor",0,"PersonX have the last laugh, thus it can be seen about PersonX's attribute that PersonX be patient",1,"PersonX buy a new microwave, thus, PersonX want to go to walmart",1,The event PersonX break window in building includes the event/action that PersonX punch wall,0,"PersonX be amuseable, thus it can be seen about PersonX's attribute that PersonX laugh hysterically",0,"If PersonX decide to make PersonX own, because PersonX wanted, PersonX do thing by themselves",1,"If PersonX see PersonY in office, but before, PersonX needed, PersonX get ready for meeting",1,"If PersonX take PersonY to court, happens before, PersonX know PersonX value",0,"If PersonX find a email, as a result, PersonX feels, PersonX be satisfied",1,"If PersonX worry about themselves, because PersonX wanted, PersonX make PersonY excuse",0,"PersonX want to have the house to themselves, thus, PersonX want to threaten people",0,"PersonX play a trick, thus, PersonY want to appreciate PersonX",1,"PersonX wrap PersonY 's finger, thus it can be seen about PersonX's intention that PersonX help",1,The event PersonX eat all of food will not happen unless PersonX make a meal,1,"PersonX be fulfil, thus as a result on PersonX's emotion, PersonX perform PersonX task",0
The event PersonX get the picture will not happen unless PersonX observe something,1,"PersonX want to get money from toothfairy, thus, PersonX want to throw ball back",0,"PersonX shake hand with unemployed, thus as a result on PersonX's emotion, PersonX want to be class president",0,"PersonX hit the white ball, thus as an result, PersonX give PersonY gift",0,"Because PersonX walk along hall, PersonX have that",1,"If PersonY get apology, as a result, PersonY or others will, PersonY find out PersonY",0,"If PersonX challenge PersonY 's friend, as a result, PersonY or others feel, PersonY be defensive",1,"If PersonX hide, as a result, PersonX feels, PersonX improve PersonX 's basketball skill",0,"If PersonX have to be at the hospital with mother, can be hindered by, PersonX play sport",0,"If PersonX be drive home night, happens after, PersonX leave work",1,"PersonX take care of people, thus as a result on PersonY's emotion, PersonX be play poker",0,"PeopleX change PeopleX clothes, thus as an result, PeopleX issue it",0,The event PersonX may cry includes the event/action that PersonX put on bridle,0,"PersonX do not get it from PersonY, thus as an result, PersonX feel leave out",1,"PersonX need to study, thus as a result on PersonX's emotion, PersonX feel PersonX be intelligent",1
"PersonX wash dish by hand, thus as a result on PersonY's emotion, just finish cooking a meal",0,"The event PersonX go straight to bed will not happen, if PersonX have too to do",1,"PersonX use the gas, thus as an result, PersonX adopt a child",0,"PersonX stick PersonX neck out, thus as a result on PersonX's emotion, PersonX feel PersonX be effective",0,"Before PersonX grab a fence, PersonX attend a new school",0,"If PersonX be drive too fast, as a result, PersonX feels, PersonX want to use that",0,"If PersonX nod head in support, happens before, PersonX hide it in backyard",0,"If PersonX avoid a accident, as a result, PersonX will, PersonX partake in it",0,"If PersonX give PersonY the benefit, as a result, PersonX feels, PersonX pick up it",0,"If PersonX be competitive, PersonX is seen as, PersonX have do a great job",0,"PersonX cheek flush, thus as an result, PersonX become contented",0,"PersonX give PersonY expression, thus as a result on PersonX's emotion, PersonX would make it",0,"The event PersonX make decision for PersonY will not happen, if PersonY make PeopleX own decision",1,"when PeopleX be on vacation, thus as a result on PersonX's emotion, PersonX support PersonX 's view",0,"PersonX be scare of that, thus it can be seen about PersonX's attribute that something be wait outside",0
